Title,Release Year,Release Month,Release Date,Release Season,Worldwide Gross,Oscar_Win,GG_Win,BAFTA_Win,Total_Awards_Won
Kindergarten Cop 2,2016,5,2016-05-18,Spring,,0,0,0,0
Special Correspondents,2016,4,2016-04-22,Spring,,0,0,0,0
Koro-sensei Q!,2016,11,2016-11-19,Holiday Season,,0,0,0,0
Wild Oats,2016,9,2016-09-22,Awards Season,,0,0,0,0
Operation Chromite,2016,7,2016-07-27,Summer Blockbuster,,0,0,0,0
Army of One,2016,11,2016-11-04,Holiday Season,,0,0,0,0
The Good Neighbor,2016,9,2016-09-16,Awards Season,,0,0,0,0
Joshy,2016,8,2016-08-12,Summer Blockbuster,,0,0,0,0
Lights Out,2016,7,2016-07-21,Summer Blockbuster,149368835.0,0,0,0,0
Boo! A Madea Halloween,2016,10,2016-10-21,Awards Season,74827344.0,0,0,0,0
Criminal,2016,4,2016-04-07,Spring,,0,0,0,0
Eat That Question: Frank Zappa in His Own Words,2016,5,2016-05-03,Spring,,0,0,0,0
Mr. Right,2016,2,2016-02-29,Awards Season,,0,0,0,0
Throne of Elves,2016,7,2016-07-31,Summer Blockbuster,,0,0,0,0
Ninjago: Masters of Spinjitzu - Day of the Departed,2016,10,2016-10-28,Awards Season,,0,0,0,0
In Dubious Battle,2016,10,2016-10-08,Awards Season,,0,0,0,0
The Bronx Bull,2016,6,2016-06-13,Summer Blockbuster,,0,0,0,0
DC Super Hero Girls: Super Hero High,2016,3,2016-03-19,Spring,,0,0,0,0
Drowning Love,2016,11,2016-11-05,Holiday Season,,0,0,0,0
Don't Hang Up,2016,10,2016-10-22,Awards Season,,0,0,0,0
Donald Trump's The Art of the Deal: The Movie,2016,2,2016-02-10,Awards Season,,0,0,0,0
Mai-chan's Daily Life,2016,2,2016-02-25,Awards Season,,0,0,0,0
Genius,2016,6,2016-06-10,Summer Blockbuster,,0,0,0,0
The Confirmation,2016,3,2016-03-18,Spring,,0,0,0,0
Amateur Night,2016,8,2016-08-12,Summer Blockbuster,,0,0,0,0
Ordinary World,2016,10,2016-10-14,Awards Season,,0,0,0,0
Neighbors 2: Sorority Rising,2016,5,2016-05-04,Spring,108007109.0,0,0,0,0
The Family Fang,2016,4,2016-04-16,Spring,,0,0,0,0
A Conspiracy of Faith,2016,3,2016-03-03,Spring,,0,0,0,0
After the Storm,2016,5,2016-05-21,Spring,,0,0,0,0
The Day Naruto Became Hokage,2016,7,2016-07-06,Summer Blockbuster,,0,0,0,0
Elena and the Secret of Avalor,2016,11,2016-11-20,Holiday Season,,0,0,0,0
Love & Friendship,2016,5,2016-05-26,Spring,,0,0,0,0
Kabaneri of the Iron Fortress: Light That Gathers,2016,12,2016-12-31,Holiday Season,,0,0,0,0
The Red Turtle,2016,3,2016-03-27,Spring,,1,0,0,1
Rupture,2016,11,2016-11-04,Holiday Season,,0,0,0,0
Indignation,2016,7,2016-07-29,Summer Blockbuster,,0,0,0,0
Into the Forest,2016,6,2016-06-03,Summer Blockbuster,,0,0,0,0
Wolf Mother,2016,6,2016-06-02,Summer Blockbuster,,0,0,0,0
Touched with Fire,2016,2,2016-02-12,Awards Season,,0,0,0,0
Friend Request,2016,1,2016-01-07,Awards Season,,0,0,0,0
Monolith,2016,5,2016-05-12,Spring,,0,0,0,0
Pocket Listing,2016,3,2016-03-23,Spring,,0,0,0,0
Urge,2016,2,2016-02-14,Awards Season,,0,0,0,0
Lupin the Third: Italian Game,2016,1,2016-01-08,Awards Season,,0,0,0,0
Adidas Vs. Puma: The Brother's Feud,2016,3,2016-03-25,Spring,,0,0,0,0
Elvis & Nixon,2016,3,2016-03-22,Spring,,0,0,0,0
Gridlocked,2016,6,2016-06-14,Summer Blockbuster,,0,0,0,0
Zoolander: Super Model,2016,8,2016-08-01,Summer Blockbuster,,0,0,0,0
To Walk Invisible,2016,12,2016-12-26,Holiday Season,,0,0,0,0
Barry,2016,9,2016-09-10,Awards Season,,0,0,0,0
"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",2016,11,2016-11-04,Holiday Season,,0,0,0,0
Demolition,2016,4,2016-04-06,Spring,,0,0,0,0
Lemonade,2016,4,2016-04-23,Spring,,0,0,0,0
American Honey,2016,9,2016-09-30,Awards Season,,0,0,0,0
Fifty Shades of Black,2016,1,2016-01-28,Awards Season,,0,0,0,0
The Disappointments Room,2016,9,2016-09-09,Awards Season,,0,0,0,0
Nerdland,2016,12,2016-12-06,Holiday Season,,0,0,0,0
King Cobra,2016,10,2016-10-21,Awards Season,,0,0,0,0
Last Man Club,2016,5,2016-05-27,Spring,,0,0,0,0
Keeping Up with the Joneses,2016,10,2016-10-20,Awards Season,29918745.0,0,0,0,0
Patient Seven,2016,10,2016-10-11,Awards Season,,0,0,0,0
Shakespeare Live! From the RSC,2016,4,2016-04-23,Spring,,0,0,0,0
Raw,2016,11,2016-11-11,Holiday Season,,0,0,0,0
Officer Downe,2016,11,2016-11-18,Holiday Season,,0,0,0,0
Our Kind of Traitor,2016,5,2016-05-05,Spring,,0,0,0,0
Dear Zindagi,2016,11,2016-11-23,Holiday Season,,0,0,0,0
My Annoying Brother,2016,11,2016-11-24,Holiday Season,,0,0,0,0
The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,10,2016-10-20,Awards Season,,0,0,0,0
Big Fish & Begonia,2016,7,2016-07-08,Summer Blockbuster,85409373.0,0,0,0,0
Fight For Space,2016,11,2016-11-14,Holiday Season,,0,0,0,0
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,2016,12,2016-12-25,Holiday Season,,0,0,0,0
The Duel,2016,6,2016-06-24,Summer Blockbuster,,0,0,0,0
Michael Jackson's Journey from Motown to Off the Wall,2016,2,2016-02-06,Awards Season,,0,0,0,0
First Girl I Loved,2016,10,2016-10-18,Awards Season,,0,0,0,0
Max Steel,2016,10,2016-10-14,Awards Season,,0,0,0,0
Derailed,2016,11,2016-11-30,Holiday Season,,0,0,0,0
Hard Target 2,2016,7,2016-07-14,Summer Blockbuster,,0,0,0,0
The Curse of Sleeping Beauty,2016,5,2016-05-05,Spring,,0,0,0,0
She and Her Cat: Everything Flows,2016,5,2016-05-21,Spring,,0,0,0,0
Richard Linklater: Dream Is Destiny,2016,8,2016-08-05,Summer Blockbuster,,0,0,0,0
The Other Side of the Door,2016,2,2016-02-25,Awards Season,,0,0,0,0
Anything for Love,2016,2,2016-02-14,Awards Season,,0,0,0,0
The Adderall Diaries,2016,4,2016-04-15,Spring,,0,0,0,0
The Julius House: An Aurora Teagarden Mystery,2016,10,2016-10-16,Awards Season,,0,0,0,0
Countdown,2016,4,2016-04-05,Spring,,0,0,0,0
Sanam Teri Kasam,2016,2,2016-02-05,Awards Season,,0,0,0,0
Blue Mountain State: The Rise of Thadland,2016,2,2016-02-02,Awards Season,,0,0,0,0
Zoombies,2016,4,2016-04-29,Spring,,0,0,0,0
Nina,2016,4,2016-04-22,Spring,,0,0,0,0
Dead 7,2016,4,2016-04-01,Spring,,0,0,0,0
The Ticket,2016,10,2016-10-09,Awards Season,,0,0,0,0
Barbie & Her Sisters in a Puppy Chase,2016,10,2016-10-04,Awards Season,,0,0,0,0
Batman Unlimited: Mechs vs. Mutants,2016,7,2016-07-24,Summer Blockbuster,,0,0,0,0
2 Lava 2 Lantula!,2016,8,2016-08-06,Summer Blockbuster,,0,0,0,0
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2016,4,2016-04-14,Spring,,0,0,0,0
Sadako vs. Kayako,2016,6,2016-06-18,Summer Blockbuster,,0,0,0,0
The Lennon Report,2016,10,2016-10-07,Awards Season,,0,0,0,0
Whisky Galore,2016,6,2016-06-26,Summer Blockbuster,,0,0,0,0
War on Everyone,2016,10,2016-10-07,Awards Season,,0,0,0,0
Marie Curie,2016,12,2016-12-01,Holiday Season,,0,0,0,0
Accidentally Engaged,2016,3,2016-03-05,Spring,,0,0,0,0
Rebirth,2016,4,2016-04-17,Spring,,0,0,0,0
The Wrong House,2016,12,2016-12-26,Holiday Season,,0,0,0,0
The Devil's Candy,2016,12,2016-12-15,Holiday Season,,0,0,0,0
They Call Me Jeeg,2016,2,2016-02-25,Awards Season,,0,0,0,0
Spark: A Space Tail,2016,4,2016-04-22,Spring,,0,0,0,0
I Am Not a Serial Killer,2016,8,2016-08-26,Summer Blockbuster,,0,0,0,0
Legends of the Hidden Temple,2016,11,2016-11-26,Holiday Season,,0,0,0,0
Dog Eat Dog,2016,11,2016-11-04,Holiday Season,,0,0,0,0
Noblesse: Awakening,2016,2,2016-02-04,Awards Season,,0,0,0,0
The Odyssey,2016,10,2016-10-12,Awards Season,,0,0,0,0
Tell Me How I Die,2016,9,2016-09-16,Awards Season,,0,0,0,0
Standoff,2016,2,2016-02-26,Awards Season,,0,0,0,0
Bakery in Brooklyn,2016,6,2016-06-30,Summer Blockbuster,,0,0,0,0
Sex: A Relationship and Not Marriage,2016,4,2016-04-19,Spring,,0,0,0,0
LEGO Jurassic World: The Indominus Escape,2016,10,2016-10-03,Awards Season,,0,0,0,0
The Stakelander,2016,10,2016-10-14,Awards Season,,0,0,0,0
Good Kids,2016,7,2016-07-29,Summer Blockbuster,,0,0,0,0
Stealing Cars,2016,4,2016-04-05,Spring,,0,0,0,0
Kevin Hart: What Now?,2016,10,2016-10-14,Awards Season,23591043.0,0,0,0,0
A Quiet Passion,2016,10,2016-10-07,Awards Season,,0,0,0,0
We Are X,2016,3,2016-03-12,Spring,,0,0,0,0
Julieta,2016,4,2016-04-08,Spring,,0,0,0,0
Baaghi,2016,4,2016-04-29,Spring,,0,0,0,0
Ajin: Demi-Human – Confront,2016,5,2016-05-06,Spring,,0,0,0,0
The Veil,2016,4,2016-04-21,Spring,,0,0,0,0
Closet Monster,2016,7,2016-07-15,Summer Blockbuster,,0,0,0,0
ARQ,2016,9,2016-09-16,Awards Season,,0,0,0,0
Daylight's End,2016,4,2016-04-16,Spring,,0,0,0,0
Pavada,2016,1,2016-01-15,Awards Season,,0,0,0,0
Pup Star,2016,8,2016-08-30,Summer Blockbuster,,0,0,0,0
Jack of the Red Hearts,2016,2,2016-02-26,Awards Season,,0,0,0,0
Sex Doll,2016,12,2016-12-07,Holiday Season,,0,0,0,0
Spaceman,2016,8,2016-08-19,Summer Blockbuster,,0,0,0,0
Band of Robbers,2016,1,2016-01-15,Awards Season,,0,0,0,0
My Dead Boyfriend,2016,11,2016-11-03,Holiday Season,,0,0,0,0
Vigilante Diaries,2016,9,2016-09-01,Awards Season,,0,0,0,0
Complete Unknown,2016,8,2016-08-26,Summer Blockbuster,,0,0,0,0
"Hailey Dean Mysteries: Murder, With Love",2016,10,2016-10-23,Awards Season,,0,0,0,0
The Belko Experiment,2016,3,2016-03-17,Spring,,0,0,0,0
Better Off Single,2016,10,2016-10-07,Awards Season,,0,0,0,0
Precious Cargo,2016,7,2016-07-15,Summer Blockbuster,,0,0,0,0
The Fury of a Patient Man,2016,9,2016-09-09,Awards Season,,0,0,0,0
Kuroko's Basketball - Movie: Winter Cup - Crossing the Door,2016,12,2016-12-03,Holiday Season,,0,0,0,0
Miss Stevens,2016,9,2016-09-16,Awards Season,,0,0,0,0
Shadow World,2016,10,2016-10-14,Awards Season,,0,0,0,0
The Dog Lover,2016,7,2016-07-08,Summer Blockbuster,,0,0,0,0
The Bounce Back,2016,2,2016-02-26,Awards Season,,0,0,0,0
Emma's Chance,2016,7,2016-07-05,Summer Blockbuster,,0,0,0,0
Don't Kill It,2016,8,2016-08-27,Summer Blockbuster,,0,0,0,0
The Intervention,2016,8,2016-08-26,Summer Blockbuster,,0,0,0,0
Harry Benson: Shoot First,2016,11,2016-11-04,Holiday Season,,0,0,0,0
Rufus,2016,1,2016-01-18,Awards Season,,0,0,0,0
Wekufe: The Origin of Evil,2016,11,2016-11-26,Holiday Season,,0,0,0,0
XOXO,2016,8,2016-08-26,Summer Blockbuster,,0,0,0,0
Navy Seals vs. Zombies,2016,3,2016-03-18,Spring,,0,0,0,0
Ae Dil Hai Mushkil,2016,10,2016-10-27,Awards Season,31668920.0,0,0,0,0
Mommy's Secret,2016,10,2016-10-06,Awards Season,,0,0,0,0
Havenhurst,2016,8,2016-08-22,Summer Blockbuster,,0,0,0,0
Ozzy,2016,10,2016-10-14,Awards Season,,0,0,0,0
Up for Love,2016,5,2016-05-04,Spring,,0,0,0,0
Eloise,2016,12,2016-12-30,Holiday Season,,0,0,0,0
Viking,2016,12,2016-12-29,Holiday Season,29161298.0,0,0,0,0
Girl Flu.,2016,6,2016-06-06,Summer Blockbuster,,0,0,0,0
Star Fox Zero: The Battle Begins,2016,4,2016-04-20,Spring,,0,0,0,0
Traded,2016,6,2016-06-10,Summer Blockbuster,,0,0,0,0
Secret Summer,2016,4,2016-04-02,Spring,,0,0,0,0
Triple 9,2016,2,2016-02-19,Awards Season,23177948.0,0,0,0,0
Hounds of Love,2016,10,2016-10-07,Awards Season,,0,0,0,0
Little Men,2016,8,2016-08-05,Summer Blockbuster,,0,0,0,0
Asura: The City of Madness,2016,9,2016-09-28,Awards Season,,0,0,0,0
Adulterers,2016,1,2016-01-05,Awards Season,,0,0,0,0
Mine,2016,10,2016-10-06,Awards Season,,0,0,0,0
The American Side,2016,4,2016-04-14,Spring,,0,0,0,0
The Horde,2016,5,2016-05-06,Spring,,0,0,0,0
Terra Formars,2016,4,2016-04-29,Spring,,0,0,0,0
Dean,2016,4,2016-04-16,Spring,,0,0,0,0
Killing Reagan,2016,10,2016-10-16,Awards Season,,0,0,0,0
The Tuche Family: The American Dream,2016,2,2016-02-03,Awards Season,35210425.0,0,0,0,0
Greater,2016,8,2016-08-26,Summer Blockbuster,,0,0,0,0
"Hail, Caesar!",2016,2,2016-02-05,Awards Season,63647656.0,1,0,1,2
Hulk: Where Monsters Dwell,2016,10,2016-10-21,Awards Season,,0,0,0,0
The Salesman,2016,6,2016-06-24,Summer Blockbuster,,1,0,1,2
Ethel & Ernest,2016,10,2016-10-15,Awards Season,,0,0,0,0
Pelé: Birth of a Legend,2016,5,2016-05-06,Spring,,0,0,0,0
Peelers,2016,4,2016-04-09,Spring,,0,0,0,0
Piper,2016,6,2016-06-16,Summer Blockbuster,,1,0,0,1
"Tiger, Blood in the Mouth",2016,8,2016-08-25,Summer Blockbuster,,0,0,0,0
From Vegas to Macau III,2016,2,2016-02-06,Awards Season,181732879.0,0,0,0,0
Code of Honor,2016,5,2016-05-06,Spring,,0,0,0,0
Cell,2016,7,2016-07-06,Summer Blockbuster,,0,0,0,0
Pandemic,2016,2,2016-02-26,Awards Season,,0,0,0,0
Blue Jay,2016,10,2016-10-07,Awards Season,,0,0,0,0
Full Speed,2016,11,2016-11-11,Holiday Season,,0,0,0,0
Custody,2016,4,2016-04-17,Spring,,0,0,0,0
Quackerz,2016,2,2016-02-14,Awards Season,,0,0,0,0
A Sunday Horse,2016,2,2016-02-15,Awards Season,,0,0,0,0
The King's Choice,2016,9,2016-09-29,Awards Season,,0,0,0,0
Mean Dreams,2016,10,2016-10-21,Awards Season,,0,0,0,0
Collide,2016,6,2016-06-10,Summer Blockbuster,,0,0,0,0
Maudie,2016,6,2016-06-16,Summer Blockbuster,,0,0,0,0
Abattoir,2016,11,2016-11-24,Holiday Season,,0,0,0,0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,2,2016-02-18,Awards Season,38659039.0,0,0,0,0
Miles Ahead,2016,1,2016-01-22,Awards Season,,0,0,0,0
All We Had,2016,12,2016-12-09,Holiday Season,,0,0,0,0
Secrets of the Force Awakens: A Cinematic Journey,2016,4,2016-04-16,Spring,,0,0,0,0
Cabin Fever,2016,2,2016-02-12,Awards Season,,0,0,0,0
Southside with You,2016,8,2016-08-26,Summer Blockbuster,,0,0,0,0
The Irresistible Blueberry Farm,2016,10,2016-10-02,Awards Season,,0,0,0,0
Lazer Team,2016,1,2016-01-27,Awards Season,,0,0,0,0
Bad Ben,2016,10,2016-10-05,Awards Season,,0,0,0,0
Our Love Story,2016,11,2016-11-17,Holiday Season,,0,0,0,0
Swiss Army Man,2016,6,2016-06-24,Summer Blockbuster,,0,0,0,0
Split,2016,4,2016-04-07,Spring,,0,0,0,0
Zoolander 2,2016,2,2016-02-06,Awards Season,56722693.0,0,0,0,0
Churchill's Secret,2016,2,2016-02-29,Awards Season,,0,0,0,0
Midnight Diner 2,2016,11,2016-11-05,Holiday Season,,0,0,0,0
Plank Face,2016,8,2016-08-27,Summer Blockbuster,,0,0,0,0
"Three Bedrooms, One Corpse: An Aurora Teagarden Mystery",2016,6,2016-06-12,Summer Blockbuster,,0,0,0,0
Lewis Black: Black to the Future,2016,10,2016-10-07,Awards Season,,0,0,0,0
Kuroko's Basketball - Movie: Winter Cup - Beyond the Tears,2016,10,2016-10-08,Awards Season,,0,0,0,0
Dreamland,2016,4,2016-04-14,Spring,,0,0,0,0
League of Gods,2016,7,2016-07-28,Summer Blockbuster,43498766.0,0,0,0,0
Jeruzalem,2016,1,2016-01-22,Awards Season,,0,0,0,0
Wolves,2016,10,2016-10-25,Awards Season,,0,0,0,0
HK: Hentai Kamen 2 - Abnormal Crisis,2016,5,2016-05-14,Spring,,0,0,0,0
Rage,2016,9,2016-09-17,Awards Season,,0,0,0,0
The Hollow Point,2016,12,2016-12-16,Holiday Season,,0,0,0,0
Marriage of Lies,2016,5,2016-05-21,Spring,,0,0,0,0
Toni Erdmann,2016,7,2016-07-14,Summer Blockbuster,,1,0,1,2
JL Family Ranch,2016,7,2016-07-22,Summer Blockbuster,,0,0,0,0
Appa,2016,7,2016-07-01,Summer Blockbuster,,0,0,0,0
Albert,2016,12,2016-12-10,Holiday Season,,0,0,0,0
The Neon Demon,2016,5,2016-05-31,Spring,,0,0,0,0
The Promise,2016,12,2016-12-02,Holiday Season,,0,0,0,0
Love Is All You Need?,2016,3,2016-03-05,Spring,,0,0,0,0
Chronically Metropolitan,2016,6,2016-06-24,Summer Blockbuster,,0,0,0,0
City of Tiny Lights,2016,9,2016-09-12,Awards Season,,0,0,0,0
Hot Bot,2016,3,2016-03-01,Spring,,0,0,0,0
The Violators,2016,6,2016-06-17,Summer Blockbuster,,0,0,0,0
Sister Cities,2016,9,2016-09-17,Awards Season,,0,0,0,0
Despite the Falling Snow,2016,1,2016-01-29,Awards Season,,0,0,0,0
Theri,2016,4,2016-04-14,Spring,,0,0,0,0
All Yours,2016,4,2016-04-02,Spring,,0,0,0,0
I'm a Porn Star: Gay 4 Pay,2016,8,2016-08-11,Summer Blockbuster,,0,0,0,0
Shangri-La Suite,2016,10,2016-10-28,Awards Season,,0,0,0,0
Dirty Lies,2016,2,2016-02-23,Awards Season,,0,0,0,0
Welcome to Willits,2016,11,2016-11-11,Holiday Season,,0,0,0,0
Panfilov's 28 Men,2016,11,2016-11-24,Holiday Season,,0,0,0,0
Your Lie in April,2016,9,2016-09-10,Awards Season,,0,0,0,0
Maya Angelou: And Still I Rise,2016,10,2016-10-14,Awards Season,,0,0,0,0
Beyond the Gates,2016,12,2016-12-09,Holiday Season,,0,0,0,0
Dismay,2016,10,2016-10-03,Awards Season,,0,0,0,0
Monster High: Great Scarrier Reef,2016,2,2016-02-12,Awards Season,,0,0,0,0
Model for Murder: The Centerfold Killer,2016,6,2016-06-21,Summer Blockbuster,,0,0,0,0
The Last Dragonslayer,2016,12,2016-12-25,Holiday Season,,0,0,0,0
Love by Chance,2016,4,2016-04-16,Spring,,0,0,0,0
Albion: The Enchanted Stallion,2016,5,2016-05-01,Spring,,0,0,0,0
New Life,2016,10,2016-10-28,Awards Season,,0,0,0,0
96 Souls,2016,6,2016-06-03,Summer Blockbuster,,0,0,0,0
The Age of Shadows,2016,9,2016-09-07,Awards Season,54491162.0,0,0,0,0
Run the Tide,2016,12,2016-12-02,Holiday Season,,0,0,0,0
Every Christmas Has a Story,2016,11,2016-11-12,Holiday Season,,0,0,0,0
Beyond Valkyrie: Dawn of the 4th Reich,2016,10,2016-10-03,Awards Season,,0,0,0,0
The Red Thread,2016,5,2016-05-19,Spring,,0,0,0,0
Journey Back to Christmas,2016,11,2016-11-27,Holiday Season,,0,0,0,0
The Outsider,2016,6,2016-06-22,Summer Blockbuster,,0,0,0,0
Operator,2016,10,2016-10-14,Awards Season,,0,0,0,0
David and Goliath,2016,5,2016-05-09,Spring,,0,0,0,0
Golden Years,2016,4,2016-04-29,Spring,,0,0,0,0
Me Him Her,2016,3,2016-03-11,Spring,,0,0,0,0
Mike Nichols: An American Master,2016,1,2016-01-29,Awards Season,,0,0,0,0
Toni Braxton: Unbreak My Heart,2016,1,2016-01-23,Awards Season,,0,0,0,0
After the Reality,2016,4,2016-04-21,Spring,,0,0,0,0
Americano,2016,1,2016-01-29,Awards Season,,0,0,0,0
The Dancer,2016,9,2016-09-28,Awards Season,,0,0,0,0
"Murder, She Baked: A Deadly Recipe",2016,6,2016-06-19,Summer Blockbuster,,0,0,0,0
Range 15,2016,6,2016-06-15,Summer Blockbuster,,0,0,0,0
Alleluia! The Devil's Carnival,2016,3,2016-03-29,Spring,,0,0,0,0
Trash Fire,2016,11,2016-11-03,Holiday Season,,0,0,0,0
Love on the Sidelines,2016,1,2016-01-16,Awards Season,,0,0,0,0
Center Stage: On Pointe,2016,6,2016-06-25,Summer Blockbuster,,0,0,0,0
My Wife's Sister,2016,12,2016-12-20,Holiday Season,,0,0,0,0
Sandra Brown's White Hot,2016,4,2016-04-17,Spring,,0,0,0,0
The Secrets of Emily Blair,2016,10,2016-10-01,Awards Season,,0,0,0,0
Garage Sale Mystery: Guilty Until Proven Innocent,2016,1,2016-01-03,Awards Season,,0,0,0,0
The Inerasable,2016,1,2016-01-30,Awards Season,,0,0,0,0
Anne of Green Gables,2016,2,2016-02-15,Awards Season,,0,0,0,0
Jessica Darling's It List,2016,6,2016-06-21,Summer Blockbuster,,0,0,0,0
Interrogation,2016,8,2016-08-20,Summer Blockbuster,,0,0,0,0
Mum's List,2016,11,2016-11-25,Holiday Season,,0,0,0,0
Stop the Wedding,2016,6,2016-06-11,Summer Blockbuster,,0,0,0,0
Little Dead Rotting Hood,2016,1,2016-01-05,Awards Season,,0,0,0,0
Valentine Ever After,2016,2,2016-02-13,Awards Season,,0,0,0,0
No Letting Go,2016,3,2016-03-18,Spring,,0,0,0,0
A Midsummer Night's Dream,2016,5,2016-05-30,Spring,,0,0,0,0
Flower Shop Mystery: Mum's the Word,2016,1,2016-01-17,Awards Season,,0,0,0,0
Paris 05:59 / Théo & Hugo,2016,4,2016-04-27,Spring,,0,0,0,0
The Monster,2016,11,2016-11-11,Holiday Season,,0,0,0,0
The Cheerleader Murders,2016,4,2016-04-09,Spring,,0,0,0,0
Finding Altamira,2016,4,2016-04-01,Spring,,0,0,0,0
Fan,2016,4,2016-04-14,Spring,28240000.0,0,0,0,0
Appetite for Love,2016,2,2016-02-06,Awards Season,,0,0,0,0
The Infiltrator,2016,7,2016-07-13,Summer Blockbuster,,0,0,0,0
Team Thor,2016,8,2016-08-28,Summer Blockbuster,,0,0,0,0
To Steal from a Thief,2016,3,2016-03-03,Spring,,0,0,0,0
AmeriGeddon,2016,5,2016-05-13,Spring,,0,0,0,0
Diablo,2016,1,2016-01-08,Awards Season,,0,0,0,0
Frank & Lola,2016,12,2016-12-09,Holiday Season,,0,0,0,0
Cold Moon,2016,10,2016-10-27,Awards Season,,0,0,0,0
One More Time,2016,4,2016-04-08,Spring,,0,0,0,0
Riphagen the Untouchable,2016,9,2016-09-22,Awards Season,,0,0,0,0
Priceless,2016,10,2016-10-14,Awards Season,,0,0,0,0
A Husband for Christmas,2016,12,2016-12-11,Holiday Season,,0,0,0,0
"My Tomorrow, Your Yesterday",2016,12,2016-12-17,Holiday Season,,0,0,0,0
Perfect Strangers,2016,2,2016-02-11,Awards Season,31254929.0,0,0,0,0
Scare Campaign,2016,3,2016-03-17,Spring,,0,0,0,0
The Ones Below,2016,3,2016-03-11,Spring,,0,0,0,0
Who Killed JonBenét?,2016,11,2016-11-06,Holiday Season,,0,0,0,0
A.R.C.H.I.E.,2016,4,2016-04-19,Spring,,0,0,0,0
Cold War II,2016,7,2016-07-08,Summer Blockbuster,,0,0,0,0
Mood of the Day,2016,1,2016-01-14,Awards Season,,0,0,0,0
Date with Love,2016,5,2016-05-21,Spring,,0,0,0,0
Married by Christmas,2016,11,2016-11-06,Holiday Season,,0,0,0,0
Personal Shopper,2016,12,2016-12-14,Holiday Season,,0,0,0,0
Double Mommy,2016,12,2016-12-19,Holiday Season,,0,0,0,0
Monster High: Welcome to Monster High,2016,8,2016-08-27,Summer Blockbuster,,0,0,0,0
Assassination Classroom: Graduation,2016,3,2016-03-25,Spring,,0,0,0,0
Within,2016,10,2016-10-18,Awards Season,,0,0,0,0
Sherlock: The Abominable Bride,2016,1,2016-01-01,Awards Season,,0,0,0,0
37,2016,10,2016-10-07,Awards Season,,0,0,0,0
Midnight Special,2016,2,2016-02-18,Awards Season,,0,0,0,0
Alone in Berlin,2016,2,2016-02-15,Awards Season,,0,0,0,0
Dirty 30,2016,9,2016-09-23,Awards Season,,0,0,0,0
P.S. Girls,2016,2,2016-02-04,Awards Season,,0,0,0,0
The Last Heist,2016,6,2016-06-17,Summer Blockbuster,,0,0,0,0
Here Alone,2016,9,2016-09-16,Awards Season,,0,0,0,0
Ratchet & Clank,2016,4,2016-04-13,Spring,,0,0,0,0
The Model,2016,2,2016-02-11,Awards Season,,0,0,0,0
A Wish for Christmas,2016,11,2016-11-05,Holiday Season,,0,0,0,0
The Free World,2016,9,2016-09-23,Awards Season,,0,0,0,0
A December Bride,2016,11,2016-11-20,Holiday Season,,0,0,0,0
Mifune: The Last Samurai,2016,12,2016-12-02,Holiday Season,,0,0,0,0
Sheep & Wolves,2016,4,2016-04-28,Spring,,0,0,0,0
Hamilton's America,2016,10,2016-10-01,Awards Season,,0,0,0,0
The Last King,2016,2,2016-02-12,Awards Season,,0,0,0,0
Slash,2016,3,2016-03-13,Spring,,0,0,0,0
Swallows and Amazons,2016,8,2016-08-19,Summer Blockbuster,,0,0,0,0
Tik Tok,2016,7,2016-07-15,Summer Blockbuster,,0,0,0,0
Penny Pincher!,2016,9,2016-09-28,Awards Season,22955486.0,0,0,0,0
The Chosen,2016,9,2016-09-02,Awards Season,,0,0,0,0
Railroad Tigers,2016,12,2016-12-23,Holiday Season,102205175.0,0,0,0,0
Supersonic,2016,10,2016-10-02,Awards Season,,0,0,0,0
Headshot,2016,9,2016-09-24,Awards Season,,0,0,0,0
Miss India America,2016,3,2016-03-24,Spring,,0,0,0,0
"Love, Lies",2016,4,2016-04-13,Spring,,0,0,0,0
Tramps,2016,9,2016-09-10,Awards Season,,0,0,0,0
So B. It,2016,6,2016-06-07,Summer Blockbuster,,0,0,0,0
Jack Goes Home,2016,3,2016-03-14,Spring,,0,0,0,0
Worry Dolls,2016,6,2016-06-27,Summer Blockbuster,,0,0,0,0
Sniper: Special Ops,2016,4,2016-04-03,Spring,,0,0,0,0
The African Doctor,2016,6,2016-06-08,Summer Blockbuster,,0,0,0,0
The Midnight Man,2016,3,2016-03-01,Spring,,0,0,0,0
My Entire High School Sinking Into the Sea,2016,9,2016-09-11,Awards Season,,0,0,0,0
Lavender,2016,11,2016-11-04,Holiday Season,,0,0,0,0
Brimstone,2016,3,2016-03-12,Spring,,0,0,0,0
The Wrong Roommate,2016,1,2016-01-04,Awards Season,,0,0,0,0
I Am Bolt,2016,11,2016-11-28,Holiday Season,,0,0,0,0
Uncle Kent 2,2016,8,2016-08-26,Summer Blockbuster,,0,0,0,0
Hidden Kisses,2016,2,2016-02-04,Awards Season,,0,0,0,0
Paint It Black,2016,6,2016-06-03,Summer Blockbuster,,0,0,0,0
Survival Family,2016,12,2016-12-12,Holiday Season,,0,0,0,0
